concept,category,mean,sd,lwr,upr,myvar,result,label,outcome
HEAD,unvoiced,0.254605722367821,NA,0.053758172115487,0.460840791000584,voicing,Original Results,NA,Weak
HOT,unvoiced,0.228020199689978,NA,0.019944606841851,0.436307626493586,voicing,Original Results,NA,Weak
LIGHT (WEIGHT),unvoiced,0.270918925522876,NA,0.047098738941758,0.489930304161626,voicing,Original Results,NA,Weak
LUNG,unvoiced,0.298562488634396,NA,0.074077030767804,0.51938561242983206,voicing,Original Results,NA,Weak
NARROW,unvoiced,0.242339003960087,NA,0.017167551484039,0.47034401955687,voicing,Original Results,NA,Weak
ROUGH,unvoiced,0.294129605561461,NA,0.051044960552702,0.538402722081785,voicing,Original Results,NA,Weak
SHARP,unvoiced,0.30429429054783,NA,0.089455911424109,0.521740312763012,voicing,Original Results,NA,Weak
SHORT,unvoiced,0.33080986178216,NA,0.121920925561167,0.537263754988078,voicing,Original Results,NA,Weak
SKIN,unvoiced,0.329013396891643,NA,0.12160137817223,0.535632533961213,voicing,Original Results,NA,Weak
SMALL,unvoiced,0.324741873643405,NA,0.127518765791498,0.53130945733715,voicing,Original Results,NA,Weak
SNEEZE,unvoiced,0.730264770670762,NA,0.507575433362657,0.959271939612453,voicing,Original Results,SNEEZE [unvoiced],Strong
SPIT,unvoiced,0.506079110379854,NA,0.28869710878534,0.720571151033703,voicing,Original Results,SPIT [unvoiced],Strong
SUCK,unvoiced,0.252006702936065,NA,0.037049962021618,0.477755316293577,voicing,Original Results,NA,Weak
TIE,unvoiced,0.3570025607658,NA,0.142686999799258,0.56380427209985,voicing,Original Results,NA,Weak
PISS,unvoiced,0.298458552731455,NA,0.085646830585614,0.51553026178829,voicing,Original Results,NA,Weak
VULVA,unvoiced,0.253410925598382,NA,0.0094594715291950009,0.505220465190761,voicing,Original Results,NA,Weak
WHITE,unvoiced,0.237920917710236,NA,0.026621648518493,0.448077177356207,voicing,Original Results,NA,Weak
WING,unvoiced,0.285397919934721,NA,0.072287124547823,0.499185829493502,voicing,Original Results,NA,Weak
WE (EXCLUSIVE),voiced,0.352073677514235,NA,0.144957288706419,0.558291473848025,voicing,Original Results,NA,Weak
WE (INCLUSIVE),voiced,0.346197841538964,NA,0.143680620496082,0.555563014429627,voicing,Original Results,NA,Weak
I,voiced,0.512926997386339,NA,0.303329770600131,0.719182774677826,voicing,Original Results,I [voiced],Strong
YOU,voiced,0.3380205827155,NA,0.127225663826995,0.540163248987251,voicing,Original Results,NA,Weak
THOU,voiced,0.534959156005216,NA,0.331155781538616,0.745817094199935,voicing,Original Results,THOU [voiced],Strong
COME,voiced,0.251721475965132,NA,0.045649253127925,0.467586942299211,voicing,Original Results,NA,Weak
GOOD,voiced,0.279790488591823,NA,0.081939941837954,0.47684058215013,voicing,Original Results,NA,Weak
BE ALIVE,voiced,0.259792932997837,NA,0.042992736356902,0.473857442072209,voicing,Original Results,NA,Weak
LONG,voiced,0.233406660913931,NA,0.023127402219769,0.446061551931842,voicing,Original Results,NA,Weak
MAN,voiced,0.298950957284787,NA,0.096563111237201,0.502320508100521,voicing,Original Results,NA,Weak
MOUNTAIN,voiced,0.264241202281792,NA,0.062260766761432,0.470408955982077,voicing,Original Results,NA,Weak
NAME,voiced,0.295179115117308,NA,0.090431866026817,0.50070332627399206,voicing,Original Results,NA,Weak
NOT,voiced,0.304812116742236,NA,0.091577275999748,0.517374771490133,voicing,Original Results,NA,Weak
OTHER,voiced,0.255197725487112,NA,0.023428619868651,0.488365988786806,voicing,Original Results,NA,Weak
PERSON,voiced,0.237238750127827,NA,0.019031477097157,0.460907702047533,voicing,Original Results,NA,Weak
RIVER,voiced,0.252985508945738,NA,0.045630727816413,0.45804538957619,voicing,Original Results,NA,Weak
ROUND,voiced,0.306751551988975,NA,0.089620203177403,0.530717990512067,voicing,Original Results,NA,Weak
SEA,voiced,0.267613264563919,NA,0.050255843123804,0.486026435014551,voicing,Original Results,NA,Weak
SEE,voiced,0.279077670910812,NA,0.075070597151507,0.492487691730875,voicing,Original Results,NA,Weak
SOME,voiced,0.248879541438939,NA,0.011991716855866,0.484618449477058,voicing,Original Results,NA,Weak
THUNDER,voiced,0.22439679633305,NA,0.012710406039244,0.443868034968483,voicing,Original Results,NA,Weak
TONGUE,voiced,0.446710251257732,NA,0.238157480880514,0.657432630736406,voicing,Original Results,TONGUE [voiced],Strong
WORD,voiced,0.279540553676071,NA,0.038640835322168,0.518497852722709,voicing,Original Results,NA,Weak
YESTERDAY,voiced,0.236718379412463,NA,0.02705818176188,0.445244250466962,voicing,Original Results,NA,Weak
WE (EXCLUSIVE),nasal,0.420086840934408,NA,0.238495640343956,0.597438358452495,manner,Original Results,WE (EXCLUSIVE) [nasal],Strong
WE (INCLUSIVE),nasal,0.406204491081585,NA,0.2243294259064,0.580824131580245,manner,Original Results,WE (INCLUSIVE) [nasal],Strong
I,nasal,0.591041315352886,NA,0.414668444397186,0.765778618417796,manner,Original Results,I [nasal],Strong
YOU,nasal,0.466360953461089,NA,0.2852970001649,0.640581254744407,manner,Original Results,YOU [nasal],Strong
THOU,nasal,0.784753434612951,NA,0.605985057737427,0.956453109191253,manner,Original Results,THOU [nasal],Strong
HE OR SHE OR IT,nasal,0.347004214513446,NA,0.165860007092503,0.526532084026549,manner,Original Results,NA,Weak
ANIMAL,nasal,0.236092911360169,NA,0.051588388129023,0.417838247905967,manner,Original Results,NA,Weak
ASH,nasal,-0.223340374426572,NA,-0.398025618708282,-0.04891540065348,manner,Original Results,NA,Weak
BARK,nasal,-0.263095923379567,NA,-0.443694847147409,-0.087882395511608,manner,Original Results,NA,Weak
BITE,nasal,-0.241374677229288,NA,-0.420474801172792,-0.067951539307905,manner,Original Results,NA,Weak
BLOW (OF WIND),nasal,-0.257508600688053,NA,-0.435971630823139,-0.089617054948748,manner,Original Results,NA,Weak
BREAST,nasal,0.355345234213475,NA,0.173015829851419,0.529475799026969,manner,Original Results,NA,Weak
BREATHE,nasal,0.225078354405388,NA,0.042982978369257,0.412153930144416,manner,Original Results,NA,Weak
COUGH,nasal,-0.238039610885847,NA,-0.415128998855738,-0.062459653587908,manner,Original Results,NA,Weak
DRY,nasal,-0.270267863046923,NA,-0.445289162298677,-0.097315781394512,manner,Original Results,NA,Weak
FALL,nasal,-0.259558377191731,NA,-0.441199021598228,-0.090341982570859,manner,Original Results,NA,Weak
FLAT,nasal,-0.231187582437595,NA,-0.42584779412055,-0.041886442793443,manner,Original Results,NA,Weak
HARD,nasal,-0.302938194275901,NA,-0.485051150534009,-0.124934392808747,manner,Original Results,NA,Weak
HEAD,nasal,-0.245055573812733,NA,-0.416569878406943,-0.078317681004839,manner,Original Results,NA,Weak
HERE,nasal,0.258843489205035,NA,0.075251778011008,0.44147611107104,manner,Original Results,NA,Weak
HIT,nasal,-0.27087784573624,NA,-0.443875493472444,-0.100436759483391,manner,Original Results,NA,Weak
LUNG,nasal,-0.300331935989958,NA,-0.490011548378844,-0.121685006002974,manner,Original Results,NA,Weak
MILK,nasal,0.324324476492583,NA,0.13500338414549,0.513879494711963,manner,Original Results,NA,Weak
NAME,nasal,0.253838135522006,NA,0.080906573217201,0.421591909809859,manner,Original Results,NA,Weak
NOSE,nasal,0.312641003538134,NA,0.143571295587385,0.479513900379193,manner,Original Results,NA,Weak
NOT,nasal,0.305593020766755,NA,0.114333014999789,0.484164984645444,manner,Original Results,NA,Weak
ROUGH,nasal,-0.328689715468608,NA,-0.538207697479093,-0.128140185229235,manner,Original Results,NA,Weak
RUN,nasal,-0.226932256573374,NA,-0.398854105190751,-0.056505251179702,manner,Original Results,NA,Weak
SHORT,nasal,-0.279659497146305,NA,-0.462902075852523,-0.105508513297128,manner,Original Results,NA,Weak
SKIN,nasal,-0.293048973899823,NA,-0.470799449353307,-0.121792977124945,manner,Original Results,NA,Weak
SLEEP,nasal,0.226123973598533,NA,0.056776874856942,0.39262226004363,manner,Original Results,NA,Weak
SMELL,nasal,0.311308584214187,NA,0.120457164988666,0.493793657370672,manner,Original Results,NA,Weak
SPIT,nasal,-0.35485539125416,NA,-0.529236572725195,-0.182865452370689,manner,Original Results,NA,Weak
STONE,nasal,-0.26430386811523,NA,-0.438797953238392,-0.097133213383769,manner,Original Results,NA,Weak
STRONG,nasal,-0.293260702571139,NA,-0.472430055728531,-0.121389279623944,manner,Original Results,NA,Weak
THINK,nasal,0.279045570398606,NA,0.093891451410909,0.453076520323474,manner,Original Results,NA,Weak
THIS,nasal,0.330302457619908,NA,0.151844410712875,0.50695159914891,manner,Original Results,NA,Weak
WHITE,nasal,-0.307877278342279,NA,-0.480492953021901,-0.137039406684666,manner,Original Results,NA,Weak
WE (EXCLUSIVE),stop,-0.262615430070686,NA,-0.425938757749935,-0.102728924603304,manner,Original Results,NA,Weak
WE (INCLUSIVE),stop,-0.238086700341544,NA,-0.401271492698011,-0.07481981312245,manner,Original Results,NA,Weak
I,stop,-0.459979196807827,NA,-0.622149376322816,-0.300224900596857,manner,Original Results,I [stop],Strong
YOU,stop,-0.233324708265976,NA,-0.395424542321722,-0.074001905097391,manner,Original Results,NA,Weak
THOU,stop,-0.539172338442053,NA,-0.708573003903677,-0.378392402769498,manner,Original Results,THOU [stop],Strong
HE OR SHE OR IT,stop,-0.273230329273978,NA,-0.440321076239596,-0.108412921516005,manner,Original Results,NA,Weak
ANIMAL,stop,-0.268844263214182,NA,-0.441893977821665,-0.101221383500844,manner,Original Results,NA,Weak
BITE,stop,0.22465805914186401,NA,0.06805722426127,0.383348948796742,manner,Original Results,NA,Weak
BONE,stop,0.224618161027808,NA,0.070902590177719,0.383902129557746,manner,Original Results,NA,Weak
BREATHE,stop,-0.460905949803017,NA,-0.630549185810779,-0.295382622074666,manner,Original Results,BREATHE [stop],Strong
GOOD,stop,-0.227507483039522,NA,-0.384983937281971,-0.075233592751725,manner,Original Results,NA,Weak
HARD,stop,0.352833724612456,NA,0.193886919370187,0.511780388315355,manner,Original Results,NA,Weak
HEAD,stop,0.297661624538184,NA,0.147150104525782,0.450743975930775,manner,Original Results,NA,Weak
HIT,stop,0.306038154443747,NA,0.150503646965123,0.460021960010656,manner,Original Results,NA,Weak
KNEE,stop,0.292878950923997,NA,0.13136672420169,0.452323629970372,manner,Original Results,NA,Weak
NAME,stop,-0.350745752690744,NA,-0.511781266643034,-0.196089927047471,manner,Original Results,NA,Weak
NOSE,stop,-0.272425260863627,NA,-0.429027901318082,-0.119147694179777,manner,Original Results,NA,Weak
NOT,stop,-0.304250765781714,NA,-0.475933453094297,-0.143219309113387,manner,Original Results,NA,Weak
SAND,stop,-0.240139048518132,NA,-0.401386984632207,-0.084035616032544,manner,Original Results,NA,Weak
SHORT,stop,0.394970665106575,NA,0.235582403164651,0.551294380430637,manner,Original Results,SHORT [stop],Strong
SMELL,stop,-0.335927530619105,NA,-0.513344878848047,-0.170557649875799,manner,Original Results,NA,Weak
STRONG,stop,0.260737305800695,NA,0.108308978352726,0.417348262379099,manner,Original Results,NA,Weak
THIS,stop,-0.228031871422142,NA,-0.395780650390943,-0.063740456263455,manner,Original Results,NA,Weak
WE (EXCLUSIVE),nasal+voice,0.394665141455606,NA,0.224699713632951,0.562289898128128,manner_voicing,Original Results,WE (EXCLUSIVE) [nasal+voice],Strong
WE (INCLUSIVE),nasal+voice,0.381694473536633,NA,0.211035982169496,0.548098892281688,manner_voicing,Original Results,NA,Weak
I,nasal+voice,0.495361934350107,NA,0.335611396374652,0.660164977450932,manner_voicing,Original Results,I [nasal+voice],Strong
YOU,nasal+voice,0.445173516847847,NA,0.275513231084839,0.609367862744872,manner_voicing,Original Results,YOU [nasal+voice],Strong
THOU,nasal+voice,0.716518832013602,NA,0.547090735740323,0.878615647301526,manner_voicing,Original Results,THOU [nasal+voice],Strong
HE OR SHE OR IT,nasal+voice,0.297938165109858,NA,0.134317493241053,0.462291585632904,manner_voicing,Original Results,NA,Weak
ANIMAL,nasal+voice,0.23837706198173,NA,0.057250487743546,0.414421055138435,manner_voicing,Original Results,NA,Weak
BARK,nasal+voice,-0.288308683265983,NA,-0.459366827804314,-0.120454119053123,manner_voicing,Original Results,NA,Weak
BITE,nasal+voice,-0.244423521625674,NA,-0.412714789840266,-0.082178122621734,manner_voicing,Original Results,NA,Weak
BLOW (OF WIND),nasal+voice,-0.290232727108074,NA,-0.461052731112471,-0.132789436561188,manner_voicing,Original Results,NA,Weak
BREAST,nasal+voice,0.33606894289469,NA,0.169443457068602,0.498259968563998,manner_voicing,Original Results,NA,Weak
COUGH,nasal+voice,-0.243376558098558,NA,-0.416584902465096,-0.075966258021692,manner_voicing,Original Results,NA,Weak
DRY,nasal+voice,-0.298224012833265,NA,-0.466242294256258,-0.136202265177397,manner_voicing,Original Results,NA,Weak
FALL,nasal+voice,-0.272102982005308,NA,-0.434826197888258,-0.113751715999042,manner_voicing,Original Results,NA,Weak
FLAT,nasal+voice,-0.253569838173911,NA,-0.437198329409123,-0.074582807735408,manner_voicing,Original Results,NA,Weak
HARD,nasal+voice,-0.261251138999122,NA,-0.436276463289949,-0.101350224855806,manner_voicing,Original Results,NA,Weak
HEAD,nasal+voice,-0.236071409291045,NA,-0.400916113332664,-0.077858457762839,manner_voicing,Original Results,NA,Weak
HIT,nasal+voice,-0.268054354687493,NA,-0.433522422271918,-0.106057856856978,manner_voicing,Original Results,NA,Weak
HOW,nasal+voice,0.237374089017941,NA,0.068440608353038,0.404320002491801,manner_voicing,Original Results,NA,Weak
LOWER LEG,nasal+voice,-0.2466482930784,NA,-0.406585074163128,-0.0899215795086,manner_voicing,Original Results,NA,Weak
LUNG,nasal+voice,-0.328113499432109,NA,-0.501223732455302,-0.160853502532678,manner_voicing,Original Results,NA,Weak
MILK,nasal+voice,0.306068353472171,NA,0.123070743917066,0.47974636113588,manner_voicing,Original Results,NA,Weak
NOSE,nasal+voice,0.340213136950839,NA,0.177430110476889,0.503099888803074,manner_voicing,Original Results,NA,Weak
NOT,nasal+voice,0.238975355658068,NA,0.064839275532946,0.408218895549086,manner_voicing,Original Results,NA,Weak
ROUGH,nasal+voice,-0.339836135212455,NA,-0.527850499788534,-0.152587837688501,manner_voicing,Original Results,NA,Weak
RUN,nasal+voice,-0.234980232733607,NA,-0.394002899217733,-0.085713558510884,manner_voicing,Original Results,NA,Weak
SHORT,nasal+voice,-0.24871376935389,NA,-0.421407392722671,-0.079224717568541,manner_voicing,Original Results,NA,Weak
SKIN,nasal+voice,-0.308870456161154,NA,-0.47043162890647,-0.146149595126718,manner_voicing,Original Results,NA,Weak
SMELL,nasal+voice,0.31684643979648,NA,0.142241206050506,0.487299959494057,manner_voicing,Original Results,NA,Weak
SPIT,nasal+voice,-0.362614594953123,NA,-0.534785824189991,-0.198545628117188,manner_voicing,Original Results,NA,Weak
STONE,nasal+voice,-0.295426770369008,NA,-0.4611863256608,-0.135233471883223,manner_voicing,Original Results,NA,Weak
STRONG,nasal+voice,-0.259381300215582,NA,-0.429056442112157,-0.091136039462008,manner_voicing,Original Results,NA,Weak
THINK,nasal+voice,0.333347777560303,NA,0.162738121711383,0.501581273003731,manner_voicing,Original Results,NA,Weak
THIS,nasal+voice,0.278639274596375,NA,0.108253263531666,0.448692758483723,manner_voicing,Original Results,NA,Weak
WHITE,nasal+voice,-0.299936788316676,NA,-0.460919022411176,-0.142139686762215,manner_voicing,Original Results,NA,Weak
WOMAN,nasal+voice,0.229812321685704,NA,0.064377115507426,0.394126024423582,manner_voicing,Original Results,NA,Weak
WE (EXCLUSIVE),stop-voice,-0.227816447983292,NA,-0.379130175825426,-0.077963508573826,manner_voicing,Original Results,NA,Weak
I,stop-voice,-0.348182615471826,NA,-0.501958025206441,-0.202977263605909,manner_voicing,Original Results,NA,Weak
THOU,stop-voice,-0.454265702723729,NA,-0.613934356684618,-0.303528240004929,manner_voicing,Original Results,THOU [stop-voice],Strong
BARK,stop-voice,0.275737129598785,NA,0.127794378751123,0.423268073658543,manner_voicing,Original Results,NA,Weak
BREATHE,stop-voice,-0.368370304853716,NA,-0.533056584527182,-0.207827864122785,manner_voicing,Original Results,NA,Weak
GOOD,stop-voice,-0.277164359428808,NA,-0.425010238180598,-0.136715626059889,manner_voicing,Original Results,NA,Weak
HARD,stop-voice,0.285976207567331,NA,0.136764427517493,0.437813329115144,manner_voicing,Original Results,NA,Weak
HEAD,stop-voice,0.253768234972757,NA,0.112869518858186,0.395809251628667,manner_voicing,Original Results,NA,Weak
HERE,stop-voice,-0.247334937368869,NA,-0.402481879252472,-0.098463900318361,manner_voicing,Original Results,NA,Weak
KNEE,stop-voice,0.224662509581262,NA,0.075110526533278,0.370200105982605,manner_voicing,Original Results,NA,Weak
NAME,stop-voice,-0.283390652122785,NA,-0.434403810655386,-0.139977385915883,manner_voicing,Original Results,NA,Weak
NOSE,stop-voice,-0.254933344781545,NA,-0.405707334259432,-0.108791673996085,manner_voicing,Original Results,NA,Weak
NOT,stop-voice,-0.318121061133964,NA,-0.47572435552187903,-0.168882646368799,manner_voicing,Original Results,NA,Weak
OTHER,stop-voice,-0.238724303620856,NA,-0.406219071352429,-0.077688683067808,manner_voicing,Original Results,NA,Weak
ROUGH,stop-voice,0.237312030568788,NA,0.058529561363979,0.408299181543156,manner_voicing,Original Results,NA,Weak
SAND,stop-voice,-0.228295730885217,NA,-0.383987693930343,-0.082159904806983,manner_voicing,Original Results,NA,Weak
SHORT,stop-voice,0.419515628695271,NA,0.26576787111624,0.566818001248619,manner_voicing,Original Results,SHORT [stop-voice],Strong
SMALL,stop-voice,0.242836250699776,NA,0.092551546625697,0.390193057414732,manner_voicing,Original Results,NA,Weak
SMELL,stop-voice,-0.259262884083613,NA,-0.414517674850198,-0.102975780410369,manner_voicing,Original Results,NA,Weak
SPIT,stop-voice,0.272207522276577,NA,0.124341628951609,0.417873537571223,manner_voicing,Original Results,NA,Weak
THIS,stop-voice,-0.242838842816607,NA,-0.39947433955314,-0.090386345122722,manner_voicing,Original Results,NA,Weak
TIE,stop-voice,0.224597733589363,NA,0.077449917669278,0.362533757812676,manner_voicing,Original Results,NA,Weak
TONGUE,stop-voice,-0.251905155628625,NA,-0.402787534604264,-0.111652067892924,manner_voicing,Original Results,NA,Weak
I,labial,-0.301640600021381,NA,-0.468075609471162,-0.137287562771683,position,Original Results,NA,Weak
BLOW (OF WIND),labial,0.623661933081225,NA,0.451545422586914,0.802082215693908,position,Original Results,BLOW (OF WIND) [labial],Strong
COUGH,labial,-0.290341657067299,NA,-0.466244130257123,-0.122235319244697,position,Original Results,NA,Weak
FLAT,labial,0.30280389292203,NA,0.11309578998612,0.486550001763933,position,Original Results,NA,Weak
HERE,labial,-0.237171232458232,NA,-0.413600107878207,-0.067688928277343,position,Original Results,NA,Weak
LAUGH,labial,-0.262202066445718,NA,-0.429549279299094,-0.095326188721599,position,Original Results,NA,Weak
LUNG,labial,0.240227478138996,NA,0.059022893850218,0.415167060022408,position,Original Results,NA,Weak
MILK,labial,0.249109584906447,NA,0.069634756754486,0.431491084790747,position,Original Results,NA,Weak
SNEEZE,labial,-0.369453051282835,NA,-0.547725919945798,-0.199906050005206,position,Original Results,NA,Weak
SNORE,labial,-0.426613964305488,NA,-0.612698357669707,-0.248283207487992,position,Original Results,SNORE [labial],Strong
STAND,labial,-0.29968924453987,NA,-0.462271764580787,-0.13585363866314,position,Original Results,NA,Weak
THIS,labial,-0.243856020435848,NA,-0.420441700651293,-0.074929112259583,position,Original Results,NA,Weak
TOOTH,labial,-0.267313576007167,NA,-0.436190275125164,-0.102977208405226,position,Original Results,NA,Weak
BLOW (OF WIND),alveolar+voice,-0.270541299633635,NA,-0.43369827238195,-0.10792185483855,position_voicing,Original Results,NA,Weak
COUGH,alveolar+voice,-0.250428611251681,NA,-0.413438086894743,-0.096176467657527,position_voicing,Original Results,NA,Weak
GREEN,alveolar+voice,0.236601862700859,NA,0.076589802953612,0.392395023905152,position_voicing,Original Results,NA,Weak
LIE DOWN,alveolar+voice,0.228176584021164,NA,0.057613053635901,0.397009108638502,position_voicing,Original Results,NA,Weak
SAD,alveolar+voice,0.226233236525491,NA,0.044152156296774,0.401272089222505,position_voicing,Original Results,NA,Weak
SNEEZE,alveolar+voice,-0.330678615465203,NA,-0.497772994234033,-0.162016121208352,position_voicing,Original Results,NA,Weak
SNORE,alveolar+voice,0.444162617518165,NA,0.264337776014667,0.62307181731447,position_voicing,Original Results,SNORE [alveolar+voice],Strong
SPIT,alveolar+voice,-0.277122347495144,NA,-0.451021898267868,-0.113806210644945,position_voicing,Original Results,NA,Weak
THUNDER,alveolar+voice,0.31693077291343,NA,0.150199390100882,0.478555089155301,position_voicing,Original Results,NA,Weak
TONGUE,alveolar+voice,0.525491235903165,NA,0.361102075538041,0.679611459546301,position_voicing,Original Results,TONGUE [alveolar+voice],Strong
TURN,alveolar+voice,0.335648407511658,NA,0.175530164341924,0.494345036185178,position_voicing,Original Results,NA,Weak
WATER,alveolar+voice,-0.259856031353491,NA,-0.421925497213696,-0.104849478754584,position_voicing,Original Results,NA,Weak
